order_id,customer_id,product_id,order_date,quantity,unit_price,discount,net_sales,payment_method
ORD000327,C0123,P020,2026-01-09 08:32:00,3,474.05,0.0,1422.15,PromptPay
ORD000328,C0046,P016,2026-01-23 13:01:00,2,1341.0,0.0,2682.0,PromptPay
ORD000329,C0140,P008,2026-01-24 00:32:00,1,499.0,0.05,474.04999999999995,Bank Transfer
ORD000330,C0020,P028,2026-01-12 11:00:00,3,269.1,0.0,807.3000000000001,PromptPay
ORD000331,C0090,P035,2026-01-24 02:37:00,1,24605.0,0.0,24605.0,Credit Card
ORD000332,C0135,P003,2026-01-23 04:50:00,2,25900.0,0.05,49210.0,Bank Transfer
ORD000333,C0143,P011,2026-01-20 03:21:00,2,25900.0,0.0,51800.0,PromptPay
ORD000334,C0090,P021,2026-01-03 11:55:00,1,24605.0,0.1,22144.5,Credit Card
ORD000335,C0114,P019,2026-01-18 07:01:00,2,3990.0,0.0,7980.0,Bank Transfer
ORD000336,C0058,P021,2026-01-27 00:17:00,2,24605.0,0.0,49210.0,Bank Transfer
ORD000337,C0061,P019,2026-01-16 00:09:00,1,3990.0,0.1,3591.0,Credit Card
ORD000338,C0036,P024,2026-01-27 15:41:00,2,313.95,0.0,627.9,Bank Transfer
ORD000339,C0140,P003,2026-01-24 07:46:00,2,24605.0,0.0,49210.0,PromptPay
ORD000340,C0040,P005,2026-01-21 07:12:00,3,313.95,0.0,941.8499999999999,Bank Transfer
ORD000341,C0159,P012,2026-01-24 01:27:00,1,891.0,0.0,891.0,Bank Transfer
ORD000342,C0029,P036,2026-01-26 00:15:00,3,299.0,0.1,807.3000000000001,PromptPay
ORD000343,C0008,P033,2026-01-24 15:07:00,4,12900.0,0.0,51600.0,PromptPay
ORD000344,C0140,P032,2026-01-03 07:19:00,4,23310.0,0.0,93240.0,PromptPay
ORD000345,C0129,P012,2026-01-06 18:55:00,1,940.5,0.0,940.5,Bank Transfer
ORD000346,C0018,P021,2026-01-17 20:22:00,4,24605.0,0.0,98420.0,Bank Transfer
ORD000348,C0079,P010,2026-01-08 09:01:00,4,891.0,0.0,3564.0,Credit Card
ORD000349,C0011,P027,2026-01-13 15:09:00,4,23310.0,0.1,83916.0,Bank Transfer
ORD000350,C0155,P024,2026-01-11 09:57:00,2,269.1,0.05,511.29,Credit Card
ORD000351,C0119,P030,2026-01-17 17:41:00,2,499.0,0.0,998.0,Credit Card
ORD000352,C0076,P022,2026-01-21 13:44:00,1,449.1,0.05,426.645,Bank Transfer
ORD000353,C0032,P006,2026-01-22 13:13:00,1,299.0,0.0,299.0,Bank Transfer
ORD000354,C0032,P023,2026-01-19 08:37:00,1,299.0,0.0,299.0,Bank Transfer
ORD000355,C0112,P016,2026-01-10 07:21:00,1,1564.5,0.0,1564.5,Bank Transfer
ORD000356,C0158,P016,2026-01-02 23:47:00,2,1564.5,0.05,2972.5499999999997,Credit Card
ORD000357,C0087,P020,2026-01-18 15:19:00,2,449.1,0.05,853.29,Credit Card
ORD000358,C0063,P002,2026-01-05 18:00:00,4,1415.5,0.1,5095.8,Credit Card
ORD000359,C0151,P016,2026-01-14 22:16:00,1,1564.5,0.0,1564.5,Bank Transfer
ORD000360,C0009,P015,2026-01-24 07:27:00,2,269.1,0.0,538.2,Credit Card
ORD000056,C0083,P017,2026-01-07 05:17:00,1,990.0,0.0,990.0,Bank Transfer
ORD000361,C0124,P019,19/02/2026 02:59,1,4189.5,0.05,3980.0249999999996,Bank Transfer
ORD000362,C0072,P039,20/02/2026 07:33,2,940.5,0.05,1786.9499999999998,PromptPay
ORD000363,C0136,P014,08/02/2026 06:17,2,940.5,0.05,1786.9499999999998,PromptPay
ORD000364,C0077,P038,16/02/2026 06:58,2,12900.0,0.0,25800.0,Credit Card
ORD000365,C0139,P004,23/02/2026 13:30,2,1490.0,0.0,2980.0,Credit Card
ORD000366,C0088,P004,14/02/2026 20:28,1,1490.0,0.0,1490.0,Credit Card
ORD000369,C0037,P033,22/02/2026 01:54,3,13545.0,0.0,40635.0,Credit Card
ORD000370,C0050,P006,05/02/2026 13:06,2,284.05,0.05,539.695,PromptPay
ORD000371,C0155,P029,06/02/2026 02:30,4,3990.0,0.0,15960.0,PromptPay
ORD000372,C0096,P025,03/02/2026 18:30,2,27195.0,0.1,48951.0,Bank Transfer
ORD000373,C0081,P028,05/02/2026 22:22,1,269.1,0.05,255.645,Credit Card
ORD000374,C0101,P040,12/02/2026 03:57,1,3591.0,0.0,3591.0,Credit Card
ORD000375,C0034,P008,16/02/2026 10:59,1,474.05,0.05,450.34749999999997,PromptPay
ORD000376,C0155,P027,26/02/2026 11:51,4,27195.0,0.0,108780.0,Credit Card
ORD000377,C0114,P014,18/02/2026 10:54,1,891.0,0.0,891.0,PromptPay
ORD000378,C0118,P002,03/02/2026 18:47,4,1415.5,0.1,5095.8,Credit Card
ORD000379,C0002,P010,26/02/2026 21:04,1,1039.5,0.05,987.525,Credit Card
ORD000380,C0045,P026,04/02/2026 17:51,3,11610.0,0.05,33088.5,PromptPay
ORD000381,C0077,P007,09/02/2026 10:43,1,24605.0,0.0,24605.0,Bank Transfer
ORD000384,C0013,P038,14/02/2026 07:10,1,13545.0,0.05,12867.75,PromptPay
ORD000385,C0089,P028,12/02/2026 03:57,4,299.0,0.0,1196.0,Credit Card
ORD000387,C0071,P028,12/02/2026 10:15,4,313.95,0.0,1255.8,Bank Transfer
ORD000388,C0100,P018,22/02/2026 14:44,2,3591.0,0.0,7182.0,Credit Card
ORD000389,C0051,P032,15/02/2026 15:29,2,25900.0,0.0,51800.0,Credit Card
ORD000390,C0159,P026,04/02/2026 07:56,3,11610.0,0.0,34830.0,Bank Transfer
ORD000391,C0101,P020,18/02/2026 08:58,2,449.1,0.0,898.2,Credit Card
ORD000392,C0107,P023,26/02/2026 06:39,1,269.1,0.0,269.1,Credit Card
ORD000394,C0015,P007,06/02/2026 06:54,2,24605.0,0.1,44289.0,Bank Transfer
ORD000395,C0008,P020,12/02/2026 15:38,1,499.0,0.0,499.0,Bank Transfer
ORD000397,C0015,P040,06/02/2026 11:40,2,3990.0,0.1,7182.0,PromptPay
ORD000398,C0095,P040,20/02/2026 16:01,2,3990.0,0.0,7980.0,Credit Card
ORD000400,C0078,P035,19/02/2026 15:10,4,27195.0,0.0,108780.0,PromptPay
ORD000401,C0085,P013,16/02/2026 16:25,3,499.0,0.1,1347.3,Bank Transfer
ORD000402,C0084,P030,16/02/2026 20:27,1,523.95,0.05,497.7525,PromptPay
ORD000403,C0107,P031,17/02/2026 06:30,1,1490.0,0.0,1490.0,Credit Card
ORD000405,C0070,P001,27/02/2026 09:47,1,299.0,0.0,299.0,PromptPay
ORD000406,C0144,P035,04/02/2026 00:37,3,23310.0,0.0,69930.0,Credit Card
ORD000407,C0100,P027,28/02/2026 08:21,4,23310.0,0.1,83916.0,PromptPay
ORD000408,C0047,P032,27/02/2026 20:30,2,25900.0,0.05,49210.0,PromptPay
ORD000409,C0071,P035,17/02/2026 18:03,3,27195.0,0.0,81585.0,Credit Card
ORD000411,C0030,P025,10/02/2026 01:56,1,25900.0,0.0,25900.0,Credit Card
ORD000412,C0088,P025,11/02/2026 23:14,2,25900.0,0.0,51800.0,Credit Card
ORD000413,C0125,P005,12/02/2026 05:32,2,313.95,0.0,627.9,Bank Transfer
ORD000414,C0072,P019,18/02/2026 15:53,1,3591.0,0.0,3591.0,Credit Card
ORD000415,C0007,P037,15/02/2026 12:42,4,24605.0,0.0,98420.0,Credit Card
ORD000418,C0097,P018,26/02/2026 17:39,2,3790.5,0.05,7201.95,Credit Card
ORD000419,C0015,P002,12/02/2026 23:28,1,1341.0,0.1,1206.9,Bank Transfer
ORD000420,C0056,P021,09/02/2026 09:44,1,23310.0,0.1,20979.0,Bank Transfer
ORD000421,C0160,P023,14/02/2026 04:43,3,284.05,0.1,766.9350000000001,Bank Transfer
ORD000422,C0160,P001,27/02/2026 13:36,3,299.0,0.0,897.0,PromptPay
ORD000423,C0047,P027,04/02/2026 18:44,4,24605.0,0.0,98420.0,Bank Transfer
ORD000424,C0002,P007,19/02/2026 22:35,1,24605.0,0.05,23374.75,Credit Card
ORD000425,C0145,P003,17/02/2026 18:53,2,25900.0,0.0,51800.0,PromptPay
ORD000426,C0043,P027,25/02/2026 09:55,4,25900.0,0.0,103600.0,Credit Card
ORD000428,C0036,P032,01/02/2026 09:32,2,27195.0,0.0,54390.0,Bank Transfer
ORD000429,C0036,P004,02/02/2026 17:59,3,1490.0,0.0,4470.0,PromptPay
ORD000431,C0017,P019,05/02/2026 17:40,1,3790.5,0.1,3411.4500000000003,Credit Card
ORD000432,C0119,P025,04/02/2026 04:23,4,25900.0,0.0,103600.0,PromptPay
ORD000433,C0043,P009,11/02/2026 22:26,2,284.05,0.05,539.695,Bank Transfer
ORD000434,C0114,P025,23/02/2026 16:44,1,25900.0,0.1,23310.0,Bank Transfer
ORD000435,C0130,P010,13/02/2026 04:16,2,891.0,0.05,1692.8999999999999,PromptPay
ORD000437,C0059,P014,24/02/2026 08:52,2,990.0,0.0,1980.0,PromptPay
ORD000439,C0112,P002,20/02/2026 02:29,3,1564.5,0.0,4693.5,Credit Card
ORD000440,C0063,P008,22/02/2026 17:06,2,449.1,0.0,898.2,Credit Card
ORD000441,C0032,P024,22/02/2026 07:08,1,299.0,0.0,299.0,Bank Transfer
ORD000442,C0105,P010,23/02/2026 13:16,1,1039.5,0.1,935.5500000000001,PromptPay
ORD000443,C0117,P003,19/02/2026 19:44,4,24605.0,0.0,98420.0,PromptPay
ORD000444,C0030,P030,12/02/2026 16:42,3,499.0,0.0,1497.0,PromptPay
ORD000445,C0054,P025,10/02/2026 13:38,1,24605.0,0.0,24605.0,Bank Transfer
ORD000446,C0062,P012,09/02/2026 12:07,1,990.0,0.0,990.0,Bank Transfer
ORD000447,C0085,P024,24/02/2026 03:42,1,313.95,0.0,313.95,PromptPay
ORD000448,C0096,P004,15/02/2026 13:01,2,1341.0,0.05,2547.9,PromptPay
ORD000449,C0038,P031,27/02/2026 08:06,3,1341.0,0.0,4023.0,Credit Card
ORD000450,C0037,P011,08/02/2026 18:36,1,25900.0,0.0,25900.0,Credit Card
ORD000451,C0028,P032,15/02/2026 01:08,4,27195.0,0.05,103341.0,Bank Transfer
ORD000452,C0022,P005,12/02/2026 08:11,4,299.0,0.0,1196.0,Credit Card
ORD000453,C0105,P040,02/02/2026 03:17,3,3990.0,0.05,11371.5,PromptPay
ORD000454,C0087,P011,17/02/2026 21:52,1,27195.0,0.05,25835.25,Bank Transfer
ORD000456,C0155,P039,19/02/2026 18:32,3,990.0,0.1,2673.0,Bank Transfer
ORD000460,C0040,P011,17/02/2026 04:59,3,27195.0,0.0,81585.0,Bank Transfer
ORD000461,C0143,P015,12/02/2026 00:01,2,299.0,0.1,538.2,PromptPay
ORD000462,C0077,P003,28/02/2026 03:21,2,25900.0,0.05,49210.0,Bank Transfer
ORD000463,C0062,P030,20/02/2026 13:20,4,523.95,0.0,2095.8,PromptPay
ORD000465,C0002,P011,12/02/2026 07:50,1,27195.0,0.1,24475.5,PromptPay
ORD000466,C0044,P004,17/02/2026 18:53,1,1341.0,0.0,1341.0,Bank Transfer
ORD000467,C0117,P017,26/02/2026 11:09,4,990.0,0.1,3564.0,PromptPay
ORD000469,C0033,P004,20/02/2026 23:00,4,1415.5,0.05,5378.9,Bank Transfer
ORD000470,C0076,P004,21/02/2026 21:44,2,1415.5,0.0,2831.0,Credit Card
ORD000471,C0068,P032,13/02/2026 13:59,4,27195.0,0.0,108780.0,PromptPay
ORD000472,C0155,P017,06/02/2026 07:32,2,1039.5,0.1,1871.1000000000001,Credit Card
ORD000473,C0059,P005,06/02/2026 17:53,1,299.0,0.0,299.0,Credit Card
ORD000474,C0008,P019,05/02/2026 22:44,1,4189.5,0.0,4189.5,PromptPay
ORD000475,C0085,P018,15/02/2026 05:43,2,3790.5,0.0,7581.0,Credit Card
ORD000476,C0006,P018,10/02/2026 18:54,1,4189.5,0.0,4189.5,PromptPay
ORD000477,C0092,P031,28/02/2026 08:44,3,1341.0,0.0,4023.0,Credit Card
ORD000478,C0097,P038,18/02/2026 15:30,4,12900.0,0.0,51600.0,Credit Card
ORD000479,C0013,P009,22/02/2026 17:01,1,269.1,0.0,269.1,Credit Card
ORD000480,C0029,P018,16/02/2026 08:07,1,3790.5,0.0,3790.5,Credit Card
ORD000481,C0052,P034,25/02/2026 14:58,1,299.0,0.0,299.0,PromptPay
ORD000482,C0036,P038,28/02/2026 09:31,1,13545.0,0.0,13545.0,Credit Card
ORD000483,C0010,P037,04/02/2026 18:05,2,25900.0,0.0,51800.0,PromptPay
ORD000484,C0048,P016,01/02/2026 01:38,1,1564.5,0.0,1564.5,Bank Transfer
ORD000485,C0095,P017,23/02/2026 04:34,4,891.0,0.0,3564.0,PromptPay
ORD000487,C0092,P010,03/02/2026 22:11,1,990.0,0.0,990.0,PromptPay
ORD000489,C0103,P010,21/02/2026 22:56,1,990.0,0.0,990.0,PromptPay
ORD000490,C0067,P028,05/02/2026 06:12,1,299.0,0.0,299.0,PromptPay
ORD000492,C0105,P014,18/02/2026 23:25,1,990.0,0.0,990.0,PromptPay
ORD000493,C0140,P022,24/02/2026 06:43,4,499.0,0.0,1996.0,Bank Transfer
ORD000494,C0091,P025,21/02/2026 18:46,1,24605.0,0.0,24605.0,Bank Transfer
ORD000495,C0016,P016,01/02/2026 10:05,2,1490.0,0.05,2831.0,Bank Transfer
ORD000496,C0007,P022,08/02/2026 04:50,4,499.0,0.1,1796.4,Credit Card
ORD000498,C0047,P003,06/02/2026 11:28,2,24605.0,0.0,49210.0,Credit Card
ORD000499,C0157,P024,07/02/2026 15:12,1,269.1,0.0,269.1,Credit Card
ORD000501,C0024,P001,27/02/2026 02:25,1,284.05,0.0,284.05,Credit Card
ORD000502,C0013,P040,19/02/2026 12:08,1,3591.0,0.1,3231.9,PromptPay
ORD000503,C0022,P030,10/02/2026 11:55,4,474.05,0.0,1896.2,Credit Card
ORD000504,C0091,P005,18/02/2026 05:44,2,313.95,0.0,627.9,Bank Transfer
ORD000505,C0148,P031,02/02/2026 01:42,1,1341.0,0.0,1341.0,PromptPay
ORD000506,C0153,P007,19/02/2026 13:26,2,27195.0,0.0,54390.0,PromptPay
ORD000507,C0126,P011,24/02/2026 12:52,1,25900.0,0.0,25900.0,PromptPay
ORD000508,C0129,P009,20/02/2026 22:36,3,299.0,0.0,897.0,Bank Transfer
ORD000510,C0153,P010,10/02/2026 22:52,4,1039.5,0.0,4158.0,PromptPay
ORD000511,C0106,P031,24/02/2026 16:52,1,1490.0,0.1,1341.0,Bank Transfer
ORD000512,C0036,P017,10/02/2026 17:11,4,1039.5,0.05,3950.1,Credit Card
ORD000513,C0012,P022,25/02/2026 01:56,1,474.05,0.0,474.05,Bank Transfer
ORD000514,C0028,P023,03/02/2026 09:09,3,313.95,0.05,894.7574999999998,Credit Card
ORD000515,C0030,P012,02/02/2026 13:51,3,990.0,0.1,2673.0,Bank Transfer
ORD000516,C0047,P002,11/02/2026 03:07,2,1341.0,0.1,2413.8,PromptPay
ORD000517,C0029,P003,01/02/2026 04:57,3,25900.0,0.0,77700.0,PromptPay
ORD000518,C0110,P015,05/02/2026 13:30,1,299.0,0.0,299.0,Credit Card
ORD000519,C0012,P033,26/02/2026 04:26,1,12900.0,0.0,12900.0,Bank Transfer
ORD000520,C0114,P037,06/02/2026 15:46,1,23310.0,0.1,20979.0,Bank Transfer
ORD000521,C0020,P017,08/02/2026 11:24,1,990.0,0.0,990.0,PromptPay
ORD000522,C0159,P002,03/02/2026 16:16,2,1490.0,0.1,2682.0,Bank Transfer
ORD000523,C0077,P032,13/02/2026 06:28,2,25900.0,0.05,49210.0,Bank Transfer
ORD000524,C0140,P011,21/02/2026 20:40,1,25900.0,0.05,24605.0,PromptPay
ORD000525,C0124,P040,06/02/2026 05:17,1,3990.0,0.0,3990.0,Credit Card
ORD000526,C0140,P007,23/02/2026 05:53,1,25900.0,0.0,25900.0,Bank Transfer
ORD000528,C0118,P030,12/02/2026 17:29,2,499.0,0.05,948.0999999999999,Credit Card
ORD000529,C0071,P039,18/02/2026 00:14,2,1039.5,0.05,1975.05,Bank Transfer
ORD000530,C0023,P036,06/02/2026 08:19,1,299.0,0.0,299.0,PromptPay
ORD000531,C0009,P035,28/02/2026 13:46,1,25900.0,0.1,23310.0,Bank Transfer
ORD000533,C0117,P035,25/02/2026 22:30,2,25900.0,0.1,46620.0,Bank Transfer
ORD000534,C0134,P015,17/02/2026 15:31,1,313.95,0.0,313.95,Bank Transfer
ORD000535,C0068,P018,05/02/2026 23:37,1,3790.5,0.1,3411.4500000000003,Credit Card
ORD000536,C0015,P013,03/02/2026 06:33,2,499.0,0.0,998.0,Credit Card
ORD000537,C0073,P031,16/02/2026 23:58,1,1490.0,0.05,1415.5,Credit Card
ORD000538,C0133,P015,20/02/2026 19:01,3,269.1,0.1,726.57,Bank Transfer
ORD000539,C0003,P001,23/02/2026 19:29,1,284.05,0.0,284.05,Bank Transfer
ORD000540,C0017,P029,14/02/2026 08:20,1,3790.5,0.1,3411.4500000000003,Bank Transfer
ORD000541,C0094,P030,10/02/2026 16:41,1,499.0,0.0,499.0,PromptPay
ORD000542,C0030,P021,15/02/2026 18:56,1,27195.0,0.1,24475.5,Bank Transfer
ORD000543,C0108,P022,23/02/2026 13:02,4,449.1,0.0,1796.4,PromptPay
ORD000544,C0125,P022,21/02/2026 01:50,1,499.0,0.0,499.0,Bank Transfer
ORD000545,C0148,P010,15/02/2026 21:06,2,990.0,0.0,1980.0,Bank Transfer
ORD000546,C0004,P016,13/02/2026 10:01,1,1415.5,0.0,1415.5,Credit Card
ORD000547,C0008,P039,08/02/2026 07:16,1,940.5,0.0,940.5,PromptPay
ORD000548,C0121,P007,25/02/2026 01:20,1,24605.0,0.0,24605.0,Credit Card
ORD000551,C0105,P005,10/02/2026 16:42,2,313.95,0.1,565.11,Credit Card
ORD000552,C0066,P004,06/02/2026 04:25,1,1490.0,0.1,1341.0,Credit Card
ORD000554,C0028,P010,19/02/2026 09:59,1,891.0,0.1,801.9,PromptPay
ORD000555,C0085,P007,05/02/2026 00:05,4,25900.0,0.05,98420.0,PromptPay
ORD000556,C0004,P032,07/02/2026 07:32,2,23310.0,0.0,46620.0,PromptPay
ORD000557,C0065,P025,06/02/2026 22:59,4,27195.0,0.05,103341.0,Credit Card
ORD000558,C0052,P034,17/02/2026 17:23,2,313.95,0.1,565.11,Credit Card
ORD000559,C0123,P028,26/02/2026 16:49,1,269.1,0.0,269.1,PromptPay
ORD000560,C0151,P005,22/02/2026 20:33,4,284.05,0.0,1136.2,PromptPay
ORD000561,C0005,P014,19/02/2026 10:31,1,940.5,0.1,846.45,PromptPay
ORD000562,C0074,P019,28/02/2026 19:55,1,4189.5,0.1,3770.55,Credit Card
ORD000563,C0125,P037,08/02/2026 03:06,4,23310.0,0.0,93240.0,PromptPay
ORD000564,C0147,P023,18/02/2026 21:40,4,299.0,0.0,1196.0,Bank Transfer
ORD000565,C0132,P029,03/02/2026 17:43,1,3990.0,0.0,3990.0,Credit Card
ORD000566,C0154,P020,04/02/2026 22:02,3,523.95,0.0,1571.8500000000001,Bank Transfer
ORD000567,C0059,P017,09/02/2026 01:16,3,990.0,0.05,2821.5,Credit Card
ORD000568,C0108,P008,08/02/2026 23:09,2,474.05,0.1,853.2900000000001,Credit Card
ORD000569,C0113,P010,19/02/2026 22:57,2,891.0,0.05,1692.8999999999999,Bank Transfer
ORD000570,C0030,P014,01/02/2026 02:53,1,1039.5,0.0,1039.5,PromptPay
ORD000571,C0040,P005,10/02/2026 19:27,1,299.0,0.0,299.0,Bank Transfer
ORD000574,C0010,P022,03/02/2026 11:10,3,499.0,0.0,1497.0,Bank Transfer
ORD000575,C0154,P015,22/02/2026 06:29,3,284.05,0.0,852.1500000000001,Bank Transfer
ORD000576,C0014,P003,27/02/2026 01:43,2,27195.0,0.0,54390.0,PromptPay
ORD000577,C0030,P020,28/02/2026 21:05,1,449.1,0.0,449.1,Bank Transfer
ORD000578,C0039,P003,09/02/2026 03:11,4,23310.0,0.05,88578.0,PromptPay
ORD000579,C0086,P001,08/02/2026 06:46,2,269.1,0.0,538.2,Credit Card
ORD000580,C0110,P033,26/02/2026 23:03,2,11610.0,0.0,23220.0,Bank Transfer
ORD000581,C0036,P017,19/02/2026 23:30,2,990.0,0.05,1881.0,Credit Card
ORD000582,C0134,P016,06/02/2026 04:51,2,1415.5,0.0,2831.0,PromptPay
ORD000583,C0025,P032,19/02/2026 14:04,2,27195.0,0.0,54390.0,PromptPay
ORD000584,C0039,P027,18/02/2026 20:32,3,25900.0,0.1,69930.0,PromptPay
ORD000585,C0028,P028,23/02/2026 05:34,2,299.0,0.1,538.2,Bank Transfer
ORD000586,C0133,P017,25/02/2026 15:32,4,891.0,0.0,3564.0,PromptPay
ORD000587,C0153,P015,27/02/2026 14:35,1,299.0,0.1,269.1,Credit Card
ORD000588,C0038,P032,10/02/2026 23:33,1,23310.0,0.0,23310.0,PromptPay
ORD000589,C0031,P038,28/02/2026 02:47,1,12255.0,0.0,12255.0,Credit Card
ORD000590,C0139,P021,27/02/2026 17:19,1,23310.0,0.0,23310.0,Bank Transfer
ORD000591,C0039,P017,14/02/2026 09:53,1,990.0,0.0,990.0,PromptPay
ORD000592,C0094,P011,14/02/2026 17:35,2,27195.0,0.0,54390.0,Bank Transfer
ORD000593,C0110,P009,13/02/2026 02:48,2,299.0,0.0,598.0,Credit Card
ORD000594,C0101,P005,10/02/2026 13:19,1,299.0,0.0,299.0,PromptPay
ORD000596,C0025,P013,12/02/2026 21:25,2,474.05,0.05,900.6949999999999,PromptPay
ORD000597,C0091,P022,02/02/2026 14:46,1,499.0,0.05,474.04999999999995,Credit Card
ORD000598,C0082,P038,13/02/2026 05:42,1,13545.0,0.0,13545.0,Bank Transfer
ORD000600,C0096,P014,22/02/2026 18:07,2,990.0,0.05,1881.0,Credit Card
ORD000601,C0149,P037,03/02/2026 10:36,2,24605.0,0.0,49210.0,Credit Card
ORD000602,C0124,P025,10/02/2026 17:55,1,24605.0,0.0,24605.0,Credit Card
ORD000603,C0048,P027,23/02/2026 09:04,1,27195.0,0.0,27195.0,PromptPay
ORD000604,C0137,P025,20/02/2026 19:17,2,25900.0,0.1,46620.0,Credit Card
ORD000605,C0095,P001,09/02/2026 09:07,2,269.1,0.05,511.29,PromptPay
ORD000606,C0132,P039,24/02/2026 08:24,2,891.0,0.05,1692.8999999999999,Credit Card
ORD000608,C0082,P035,21/02/2026 21:51,2,27195.0,0.1,48951.0,PromptPay
ORD000609,C0122,P014,09/02/2026 00:21,4,1039.5,0.0,4158.0,PromptPay
ORD000610,C0141,P006,17/02/2026 22:24,1,299.0,0.05,284.05,PromptPay
ORD000611,C0063,P035,11/02/2026 09:32,1,25900.0,0.0,25900.0,Bank Transfer
ORD000612,C0139,P002,14/02/2026 05:20,1,1341.0,0.0,1341.0,Bank Transfer
ORD000613,C0082,P013,21/02/2026 20:52,3,449.1,0.0,1347.3000000000002,Credit Card
ORD000615,C0136,P003,27/02/2026 07:01,4,24605.0,0.05,93499.0,Credit Card
ORD000616,C0144,P040,01/02/2026 10:24,2,3990.0,0.0,7980.0,Credit Card
ORD000617,C0008,P017,25/02/2026 15:46,2,891.0,0.1,1603.8,PromptPay
ORD000618,C0100,P004,24/02/2026 20:02,1,1415.5,0.0,1415.5,Bank Transfer
ORD000619,C0126,P012,09/02/2026 12:09,1,990.0,0.1,891.0,Bank Transfer
ORD000620,C0020,P003,27/02/2026 03:47,2,27195.0,0.0,54390.0,PromptPay
ORD000622,C0100,P001,26/02/2026 00:13,3,299.0,0.0,897.0,PromptPay
ORD000623,C0151,P017,14/02/2026 06:18,1,940.5,0.0,940.5,Bank Transfer
ORD000624,C0120,P038,11/02/2026 05:25,1,11610.0,0.0,11610.0,PromptPay
ORD000625,C0065,P026,10/02/2026 10:36,2,11610.0,0.05,22059.0,PromptPay
ORD000626,C0047,P010,17/02/2026 05:04,3,1039.5,0.05,2962.575,Credit Card
ORD000627,C0068,P013,15/02/2026 14:31,1,474.05,0.1,426.64500000000004,Bank Transfer
ORD000628,C0137,P010,13/02/2026 21:25,3,990.0,0.0,2970.0,Credit Card
ORD000629,C0086,P036,10/02/2026 18:31,2,284.05,0.0,568.1,Bank Transfer
ORD000630,C0040,P022,06/02/2026 04:23,3,499.0,0.0,1497.0,Credit Card
ORD000632,C0014,P004,21/02/2026 11:31,4,1564.5,0.05,5945.099999999999,Credit Card
ORD000633,C0130,P014,05/02/2026 21:07,1,940.5,0.0,940.5,PromptPay
ORD000634,C0023,P025,12/02/2026 10:16,3,25900.0,0.05,73815.0,PromptPay
ORD000635,C0028,P006,21/02/2026 15:49,3,313.95,0.0,941.8499999999999,Bank Transfer
ORD000636,C0071,P013,21/02/2026 07:26,1,499.0,0.1,449.1,Bank Transfer
ORD000637,C0041,P015,04/02/2026 08:39,1,299.0,0.0,299.0,Bank Transfer
ORD000638,C0012,P012,03/02/2026 23:38,4,990.0,0.0,3960.0,PromptPay
ORD000639,C0017,P007,02/02/2026 17:17,4,27195.0,0.0,108780.0,Credit Card
ORD000640,C0027,P002,28/02/2026 14:41,2,1490.0,0.1,2682.0,PromptPay
ORD000641,C0086,P023,16/02/2026 20:20,3,269.1,0.0,807.3000000000001,PromptPay
ORD000642,C0047,P001,12/02/2026 09:47,1,269.1,0.05,255.645,Credit Card
ORD000643,C0087,P026,16/02/2026 00:40,1,12255.0,0.0,12255.0,Credit Card
ORD000644,C0112,P014,06/02/2026 08:04,2,990.0,0.1,1782.0,Credit Card
ORD000645,C0017,P029,27/02/2026 00:09,2,3990.0,0.05,7581.0,Bank Transfer
ORD000646,C0136,P001,08/02/2026 12:53,1,269.1,0.0,269.1,Bank Transfer
ORD000647,C0071,P024,26/02/2026 20:49,2,313.95,0.05,596.505,PromptPay
ORD000648,C0078,P012,19/02/2026 14:29,2,990.0,0.0,1980.0,Bank Transfer
ORD000649,C0090,P001,10/02/2026 11:21,2,269.1,0.1,484.38000000000005,Credit Card
ORD000650,C0080,P003,17/02/2026 19:43,2,25900.0,0.0,51800.0,Bank Transfer
ORD000651,C0104,P039,06/02/2026 13:24,1,940.5,0.1,846.45,PromptPay
ORD000652,C0034,P008,11/02/2026 02:58,2,499.0,0.0,998.0,Credit Card
ORD000653,C0120,P003,18/02/2026 19:13,3,27195.0,0.0,81585.0,Credit Card
ORD000655,C0085,P037,14/02/2026 06:50,1,25900.0,0.0,25900.0,Bank Transfer
ORD000656,C0007,P011,26/02/2026 21:00,4,24605.0,0.0,98420.0,Bank Transfer
ORD000657,C0064,P033,02/02/2026 21:06,4,12900.0,0.0,51600.0,PromptPay
ORD000658,C0154,P008,18/02/2026 19:31,3,499.0,0.0,1497.0,Bank Transfer
ORD000660,C0081,P012,01/02/2026 21:46,2,891.0,0.0,1782.0,PromptPay
ORD000662,C0001,P031,18/02/2026 23:53,2,1415.5,0.1,2547.9,Bank Transfer
ORD000663,C0098,P020,03/02/2026 04:45,1,449.1,0.05,426.645,PromptPay
ORD000664,C0054,P029,21/02/2026 00:03,1,4189.5,0.1,3770.55,Bank Transfer
ORD000665,C0072,P013,14/02/2026 14:26,4,474.05,0.1,1706.5800000000002,Bank Transfer
ORD000666,C0011,P016,10/02/2026 02:24,1,1564.5,0.0,1564.5,Bank Transfer
ORD000668,C0056,P030,07/02/2026 19:17,1,499.0,0.0,499.0,Bank Transfer
ORD000669,C0071,P018,27/02/2026 16:22,1,3591.0,0.0,3591.0,PromptPay
ORD000670,C0024,P032,21/02/2026 19:23,1,24605.0,0.0,24605.0,Credit Card
